Topic comp.graphics word list
a: 2491	
aa: 4	aaaa: 2	aad: 1	aaffff: 2	aafffff: 1	aajqohe: 1	aalborg: 2	aamrl: 7	aangeboden: 1	aantal: 4	
transceivers: 2	transciever: 4	transfer: 13	transferred: 4	transfers: 7	transform: 1	transidental: 2	transistor: 2	translate: 2	translation: 2	
transmission: 1	transoft: 2	transofts: 1	transpariencies: 1	trascapoulos: 1	trashed: 1	trauma: 2	travis: 3	trays: 2	treated: 1	
tredydev: 2	tredysvr: 2	trek: 1	treked: 1	trial: 2	trialstime: 1	trick: 5	tricky: 1	tried: 35	tries: 1	
trifles: 1	trillian: 1	trimming: 1	trini: 1	trinitrom: 2	trinitron: 1	trinity: 2	tripp: 1	triton: 2	trouble: 13	
troubled: 1	troubles: 2	troublesome: 1	troy: 2	trrrc: 1	true: 48	truely: 2	truesdel: 1	truesdell: 1	truly: 2	
trust: 3	trustworthy: 1	truth: 5	trw: 2	try: 39	trying: 25	tshin: 1	tsuyoshi: 1	ttareekhu: 1	tthiel: 5	
ttl: 1	tuck: 3	tue: 31	tufts: 26	tulane: 1	tull: 1	tulloch: 2	tumuenchen: 7	tune: 1	tuneupmb: 1	
turbo: 3	turing: 1	turn: 27	turned: 3	turning: 10	turnon: 1	turns: 6	tv: 2	tweakingtesting: 1	twice: 7	
twilight: 4	twisted: 2	two: 78	twomachine: 1	twoyear: 1	twsbww: 1	tx: 7	type: 13	typed: 1	types: 3	
typesetting: 1	typical: 2	typically: 1	typing: 13	typist: 5	typo: 2	tzs: 6	u: 85	ua: 1	uaccess: 2	
ualberta: 1	ub: 1	ubbpc: 8	ubc: 24	ubs: 3	uc: 3	ucalgary: 3	ucar: 4	ucb: 1	ucc: 14	
uchfm: 3	uchicago: 15	uchinews: 4	uci: 17	ucivax: 2	ucla: 7	uclacs: 1	uclamic: 2	ucs: 39	ucsb: 4	
ucsbcsl: 3	ucsc: 8	ucsd: 50	ucsu: 2	ucsvc: 2	udc: 3	udel: 39	udev: 4	ue: 1	uejgg: 1	
ufl: 15	ug: 10	ugle: 4	uglx: 2	uh: 20	uhf: 1	uhog: 2	uhura: 5	uic: 3	uicvm: 4	
uidaho: 6	uio: 3	uiowa: 2	uitily: 1	uiuc: 67	ujfrye: 1	uk: 75	uka: 9	ukans: 4	ukma: 3	
uknet: 23	uks: 1	ulaval: 4	ulf: 4	ulm: 2	ultb: 5	ultimately: 1	ultramodern: 4	ultrix: 1	um: 2	
umaecs: 2	umaine: 2	umanitoba: 6	umass: 10	umassd: 1	umbc: 2	umbra: 1	umcc: 13	umd: 36	umeecs: 2	
umiami: 6	umich: 45	umkc: 6	umn: 49	umontreal: 4	umpteen: 1	umsmith: 2	umsoroko: 2	un: 3	unable: 2	
unacceptably: 1	unauthenticated: 1	unbelievable: 2	unc: 10	uncertain: 1	unclear: 8	uncommon: 3	uncontaminated: 1	uncovered: 1	under: 17	
undergrad: 4	underlying: 1	underneath: 1	underpowered: 1	understand: 16	understandable: 1	understanding: 4	understood: 1	underterminating: 1	undim: 2	
undimmed: 2	undims: 1	undisclosed: 1	undocked: 1	unexpected: 1	unfair: 3	unfortunate: 2	unfortunately: 5	unfortunatly: 1	unhappy: 1	
unibielefeld: 2	unidortmund: 4	unikarlsruhe: 4	unikl: 3	unilinz: 3	unimelb: 5	uninett: 1	unique: 3	unistuttgart: 7	unisys: 3	
unit: 14	united: 1	units: 7	uniulm: 10	univ: 10	universe: 1	universitaet: 2	universite: 3	university: 263	univlyon: 2	
unix: 41	unixg: 3	unixhub: 2	unknown: 1	unl: 1	unlabeled: 1	unless: 18	unlike: 1	unlikely: 1	unlimited: 1	
unload: 1	unm: 5	unomaha: 4	unplug: 10	unplugged: 3	unplugging: 5	unreasonable: 1	unrepliable: 1	unscrew: 1	unscrewing: 1	
unseemly: 1	unshielded: 1	unstable: 1	unstoppable: 1	unsupported: 2	until: 11	untouched: 1	unu: 1	unusable: 2	unused: 1	
unusual: 2	uoregon: 16	up: 165	upcoming: 1	update: 4	updated: 4	upenn: 13	upgrad: 1	upgrade: 71	upgradeable: 1	
upgraded: 10	upgrades: 13	upgrading: 8	upon: 8	upright: 1	upse: 1	upset: 1	uqam: 1	urbana: 18	uregina: 2	
us: 45	usa: 85	usable: 4	usafax: 1	usask: 2	usbuyers: 1	usc: 75	usceast: 2	uscisi: 3	use: 191	
used: 84	useful: 6	useless: 2	usenet: 150	user: 43	userfriendly: 1	usergroup: 1	userinsane: 2	users: 19	uses: 27	
useup: 1	using: 75	usmail: 3	usr: 1	usual: 4	usually: 10	utah: 3	utcc: 4	utcsri: 1	utexas: 80	
utilities: 2	utility: 4	utk: 14	utkvx: 9	utl: 1	utnut: 9	utokyo: 6	utoronto: 3	utp: 1	utrecht: 4	
uts: 1	uu: 2	uucp: 18	uunet: 126	uupcb: 6	uupsi: 1	uva: 1	uvaarpa: 2	uvic: 5	uw: 1	
uwaterloo: 13	uwbeaver: 3	uwm: 41	ux: 28	uxa: 1	uxd: 1	v: 60	va: 2	vacated: 1	vacation: 3	
vague: 3	valid: 1	validity: 1	valley: 2	value: 5	valueadded: 1	values: 2	van: 2	vanbc: 1	vancouver: 5	
vandenbrande: 2	vantuyl: 2	variables: 1	varies: 1	variety: 1	various: 10	varying: 2	vast: 1	vat: 1	vax: 6	
vaxvms: 2	vd: 1	vdc: 1	ve: 1	vedio: 1	velocity: 1	vending: 1	vendor: 5	vendors: 12	venera: 3	
venerable: 7	venice: 1	venkateswar: 7	venture: 1	ventures: 2	ver: 3	verb: 1	vermeille: 1	veronica: 4	vers: 1	
versa: 1	versaterm: 2	version: 41	versions: 12	versus: 3	vertical: 17	vertically: 3	very: 83	vesions: 1	vfl: 1	
vga: 37	vgaadapter: 1	vgasvga: 2	vgcmd: 1	vi: 1	via: 26	viallet: 1	vibrating: 2	vibration: 2	vic: 1	
vice: 3	vicinity: 2	victims: 1	victor: 1	victoria: 8	victorias: 2	video: 116	videofpu: 1	videos: 1	vie: 1	
view: 2	views: 10	village: 5	vince: 1	vincent: 2	violate: 1	viralbus: 4	virginia: 9	virtual: 7	virtually: 3	
virus: 1	visa: 2	visavis: 2	visible: 6	visualization: 1	vital: 3	vlsi: 1	vm: 10	vms: 3	vnet: 7	
vnews: 2	vng: 2	vocabulary: 1	voic: 1	voice: 13	void: 4	volga: 4	volk: 2	volt: 3	voltage: 5	
voltameter: 1	volts: 3	volume: 5	volvo: 2	vom: 2	vorpal: 1	vote: 3	vram: 66	vrams: 2	vrieslander: 1	
vs: 20	vsync: 1	vt: 6	vtserf: 1	vuw: 4	vvkl: 3	w: 25	wa: 5	wacker: 1	waermetechnik: 2	
waf: 1	wageningen: 1	waha: 1	waikato: 22	wait: 14	waited: 1	waiting: 6	wake: 7	wakeup: 1	waking: 2	
waldo: 1	wall: 11	walsh: 1	walsteijn: 3	walsteyn: 5	walter: 1	wam: 4	wan: 1	wang: 1	wanna: 1	
want: 107	wantads: 1	wanted: 35	wanting: 1	wants: 9	ward: 1	ware: 1	warentee: 1	wares: 2	warm: 1	
warmupcool: 1	warn: 1	warned: 2	warning: 4	warnings: 3	warranty: 9	warren: 1	warrent: 1	warrenty: 8	warrior: 1	
warwick: 4	wary: 2	was: 196	wash: 1	washers: 1	washington: 70	wasnt: 5	wasre: 1	waste: 2	watarts: 2	
watch: 2	watching: 2	waterloo: 7	watmath: 2	watserv: 5	wattage: 1	wau: 5	wave: 2	way: 74	wayne: 3	
ways: 2	wcaw: 1	wdl: 5	wds: 1	we: 87	weaken: 1	wealth: 2	wear: 3	wearandtear: 1	webf: 3	
wed: 2	wedged: 1	week: 17	weeks: 24	weighed: 1	weighs: 1	weight: 1	weird: 2	weirdness: 1	welch: 1	
welchg: 1	welcome: 6	welcomed: 1	welded: 4	well: 87	wellknown: 1	wenn: 2	went: 9	were: 66	werent: 4	
werple: 2	west: 3	western: 14	westwind: 1	wether: 1	weve: 9	wfpu: 1	wgsl: 1	wgw: 6	wgwcpdl: 5	
wh: 1	whadda: 1	what: 275	whatever: 16	whats: 25	whatsoever: 4	wheel: 2	when: 165	whenever: 3	where: 55	
whereas: 1	wheres: 1	wherever: 3	whether: 16	which: 170	whichever: 1	while: 57	whine: 1	whips: 1	whit: 4	
white: 9	whither: 1	who: 79	whoever: 1	whole: 10	wholesale: 1	wholsale: 2	whom: 3	whoop: 1	whos: 1	
whose: 1	why: 92	wi: 2	wichita: 1	wide: 5	widely: 1	wides: 1	widmann: 3	width: 2	wied: 1	
wierd: 2	wife: 3	wildthing: 1	wilkinson: 1	will: 217	willi: 2	william: 6	williams: 2	willing: 7	wilson: 2	
wilton: 1	wimsey: 2	win: 2	window: 20	windows: 14	winix: 1	winner: 1	winnipeg: 1	winstead: 1	winter: 1	
wipe: 1	wir: 2	wire: 2	wired: 2	wirehead: 2	wireless: 1	wires: 12	wiring: 2	wis: 3	wisc: 23	
wisconsinmadison: 1	wise: 6	wish: 8	with: 680	within: 16	without: 39	withstand: 1	withstanding: 1	wiuylxp: 1	wixer: 9	
wizzbang: 1	wk: 1	wkuvx: 3	wls: 3	wlyle: 1	wmx: 1	wnet: 3	wnoctyonews: 1	wnubus: 1	wo: 2	
woes: 3	woken: 3	wollen: 2	wolves: 7	woman: 1	women: 2	womit: 2	wonder: 6	wondered: 1	wonderfully: 1	
wondering: 23	wonderring: 2	wong: 2	wont: 31	wood: 4	woodbury: 1	worcester: 7	word: 24	wordperfect: 2	words: 8	
work: 107	worked: 22	working: 23	workings: 1	works: 53	workspace: 1	workstation: 5	workstations: 4	world: 99	worms: 1	
worry: 3	worrying: 1	worse: 9	worst: 1	worth: 18	worths: 1	worthwhile: 1	would: 257	wouldany: 1	wouldnt: 16	
wout: 2	wow: 2	wowed: 3	wpafb: 1	wpi: 29	wrath: 2	wreak: 1	wrench: 1	wright: 14	writable: 1	
write: 30	writeblack: 1	writer: 4	writers: 2	writes: 246	writewhite: 1	writing: 10	written: 7	wrong: 25	wrote: 42	
wsend: 2	wsu: 6	wtte: 10	wu: 2	wuecl: 1	wupost: 33	wustl: 4	wxm: 1	wxmr: 1	wyse: 2	
wyvern: 14	x: 80	xa: 2	xbytes: 1	xceed: 1	xdisclaimer: 2	xenix: 1	xenon: 5	xetron: 4	xfpr: 1	
xi: 2	xl: 4	xli: 1	xmailer: 4	xmailreader: 1	xmdsignature: 1	xnewsreader: 18	xops: 1	xor: 3	xp: 2	
xpb: 2	xposted: 1	xpostedfrom: 1	xuseragent: 27	xvcnm: 1	xx: 4	xxxdate: 26	xxxmessageid: 19	xy: 2	y: 13	
ya: 3	yaghibi: 1	yah: 3	yak: 3	yale: 34	yalevm: 5	yall: 2	yang: 7	yanking: 1	yard: 1	
ycc: 5	yea: 1	yeah: 2	year: 28	years: 27	yellow: 3	yep: 1	yer: 1	yes: 31	yesterday: 3	
yet: 26	yfn: 2	yihpyng: 1	yihtyng: 3	ynbww: 1	york: 4	yoshio: 1	you: 617	youd: 7	youll: 8	
young: 4	youngstown: 1	your: 146	youre: 26	yours: 3	yourself: 3	youths: 1	youve: 8	ystein: 1	ysu: 7	
ytwu: 4	yuma: 10	yup: 5	z: 14	zack: 1	zap: 2	zaphod: 187	zapped: 1	zapping: 1	zealand: 3	
zelenetz: 3	zephyr: 3	zero: 1	zeus: 10	zia: 9	ziffnetmac: 2	zimmer: 1	zing: 2	zip: 1	zod: 8	
zone: 9	zoom: 5	zoompan: 2	zset: 2	zterm: 20	zure: 1	zxxst: 2	zyxel: 6	zz: 2	

Topic comp.windows.x word list
a: 3208	
aa: 67	aab: 7	aafdcbedcbceb: 1	aarhus: 1	aau: 1	ab: 9	abandon: 1	abarden: 2	abbreviationsacronyms: 2	abc: 2	
abcdef: 1	abcdefghijklmnopqrstuvwxyz: 8	aben: 3	abilities: 1	ability: 7	able: 50	abort: 1	aborted: 1	about: 229	above: 72	
abovementioned: 1	abp: 2	abpsoft: 11	abs: 2	absolute: 4	absolutely: 5	absoultly: 1	abstract: 3	abstraction: 4	abstractions: 2	
abuse: 12	abuses: 2	abusing: 6	abutting: 1	ac: 188	academia: 1	acadmd: 2	acc: 5	accelerated: 4	accelerator: 11	
accelerators: 33	acceleratorstranslations: 3	acceleratortext: 2	accellerator: 1	accept: 25	acceptable: 3	acceptance: 1	accepted: 11	accepting: 1	accepts: 3	
access: 51	accessable: 1	accesses: 1	accessible: 2	accessing: 1	accessory: 1	accident: 1	accidentally: 3	accomazzi: 1	accommodate: 1	
accomodate: 1	accompanying: 1	accomplish: 5	accomplished: 3	according: 6	account: 4	accuracies: 1	accuracy: 1	accurate: 4	accurately: 2	
acegr: 1	acetate: 2	achar: 2	achieve: 4	achieved: 2	acker: 21	acknowledgement: 3	acknowledgment: 1	acm: 3	acoustic: 1	
across: 12	acs: 16	acsc: 18	acsnet: 2	acsu: 8	act: 4	acting: 2	action: 34	actionbased: 1	actions: 20	
activated: 1	active: 9	actively: 1	activites: 1	activities: 4	activity: 8	acts: 2	actual: 21	actually: 51	actualy: 1	
acu: 1	ad: 10	ada: 11	adam: 1	adamotif: 1	adapt: 2	adapted: 4	adapters: 1	adaption: 1	adaserc: 1	
adasoft: 2	adax: 2	adcmail: 1	add: 48	added: 44	adding: 12	addisonwesley: 1	addition: 42	additional: 20	additionally: 1	
additions: 3	addr: 13	address: 73	addressa: 1	addressbull: 1	addressed: 3	addresses: 8	adds: 5	ade: 1	adelaide: 3	
adequate: 4	adhomeappdefaultsn: 2	adios: 1	adj: 4	adjust: 4	admin: 20	administered: 1	administration: 3	administrative: 1	administrator: 9	
administrators: 4	administrivia: 2	admins: 2	admire: 1	admit: 2	admittedly: 1	adnt: 2	adobe: 7	adobedpsextension: 1	adopted: 5	
adoption: 1	adrian: 13	adsp: 1	advanage: 2	advance: 61	advanced: 8	advances: 3	advantage: 18	advantages: 5	advathanksnce: 1	
advertise: 1	advertisements: 1	advertising: 2	advice: 2	advises: 1	advisory: 1	advocate: 1	advocated: 1	advthanksance: 1	ae: 3	
aecl: 4	aedcvax: 5	aeon: 10	aerea: 1	aerospace: 2	aestetic: 1	aesthetically: 1	af: 12	aff: 1	affect: 6	
affected: 4	affects: 1	affiliate: 2	affiliated: 3	afford: 1	affords: 1	afftijc: 1	afielden: 3	afm: 1	afnjamwbqkji: 1	
aforementioned: 4	afs: 1	afseo: 1	after: 76	afterhours: 1	aftern: 2	aftervendorcf: 1	afux: 1	ag: 2	again: 21	
against: 20	agallagh: 4	agassiz: 3	agate: 42	agencies: 2	agent: 1	aggravating: 1	ago: 21	agora: 1	agree: 5	
agreed: 2	agreement: 2	agrees: 2	aguirre: 3	ahds: 6	ahead: 2	ahlenius: 5	ahold: 13	ai: 22	ailab: 1	
aim: 3	aimilar: 1	aint: 1	aio: 7	aip: 3	air: 4	aircraft: 1	airgun: 6	ais: 2	ait: 2	
aix: 30	aixrs: 2	aixwindows: 1	aixwiz: 1	aj: 1	ajaffe: 4	aka: 2	al: 10	alain: 2	alan: 7	
albert: 1	alberta: 3	alberto: 2	albuquerque: 3	alchemy: 3	alena: 6	alex: 18	alexander: 1	alf: 13	alfalfa: 6	
algonquin: 1	algorithm: 7	algorithmics: 1	algorithms: 2	alias: 16	aliases: 4	alike: 1	all: 324	allegra: 1	allen: 1	
allman: 1	alloc: 2	allocall: 1	allocatable: 1	allocate: 15	allocated: 13	allocates: 2	allocating: 5	allocation: 3	allocnamedcolor: 1	
allocnone: 3	allow: 36	allowance: 1	allowed: 15	allowing: 7	allows: 23	allplanes: 1	allready: 1	alluded: 2	almanac: 1	
almost: 23	alok: 2	alone: 1	along: 14	alongside: 1	alot: 2	alpha: 4	alphabet: 2	alphatesting: 1	already: 51	
alright: 3	also: 309	alsys: 2	alt: 29	altdorf: 1	altenhofen: 2	alter: 1	alteration: 1	alternate: 3	alternately: 1	
alternative: 8	alternatively: 7	alternatives: 3	alters: 1	although: 31	altmann: 1	altogether: 2	altv: 1	alw: 2	always: 38	
am: 202	ama: 1	amancio: 2	amateur: 2	amathur: 2	amazed: 2	amazing: 1	ambiguous: 1	ambitious: 1	amcad: 1	
amd: 1	amdahl: 12	amdcad: 1	america: 2	american: 5	ames: 23	amherst: 2	amiga: 13	amigados: 2	amigaexec: 1	
amigagfxbase: 1	amigas: 1	amigax: 3	amit: 4	among: 17	amongst: 1	amount: 13	amounts: 2	amr: 1	amsterdam: 3	
amuse: 2	an: 782	analog: 7	analyse: 2	analysis: 3	analyst: 2	analysts: 1	analyzer: 2	anand: 1	anathema: 1	
ancestor: 3	ancestors: 1	anchor: 1	ancients: 1	and: 2592	andi: 4	andlos: 1	andn: 2	andor: 25	andre: 40	
andrea: 4	andreas: 1	andreessen: 1	andrew: 166	andrzej: 1	andy: 11	ane: 1	angel: 1	angeles: 3	angle: 5	
animated: 1	animation: 34	animations: 3	ankersmidplein: 3	ann: 5	annarbor: 3	annotation: 4	annotations: 1	announce: 5	announced: 10	
announcement: 11	announcements: 2	announcing: 1	annoy: 2	annoying: 5	annual: 7	anon: 3	anonts: 2	anonuucp: 1	anonymous: 54	
another: 89	ans: 281	ansi: 38	ansic: 1	ansiccoptions: 3	ansiccoptionsansi: 1	ansiccoptionsansiccoptions: 1	ansiness: 3	ansiterminal: 1	anstett: 1	
anstettj: 1	answer: 63	answered: 7	answering: 4	answerret: 1	answers: 54	answersmhfaq: 1	answersreplies: 1	answersxfaqspeedups: 2	antarctica: 1	
anthony: 2	antialiased: 1	anticipate: 1	antietam: 1	antipolis: 3	antisocial: 2	anton: 2	any: 386	anybody: 44	anykeyq: 2	
anymodifier: 2	anymore: 1	anyone: 116	anyones: 1	anything: 40	anythingtobdf: 1	anytime: 1	anyway: 13	anywhere: 4	aoc: 1	
aol: 5	aolsys: 2	aotc: 1	ap: 4	apace: 1	apart: 2	apchardel: 1	apcmd: 1	apcopy: 1	apcut: 1	
apdfa: 1	apdnews: 2	apdownbox: 1	apedit: 1	apeldoorn: 3	apeldoornseweg: 1	apexit: 1	apgrow: 1	api: 10	apkp: 2	
aplcomm: 1	apleftbar: 1	apleftbox: 1	aplinedel: 1	apmove: 1	apollo: 15	apollouxlib: 1	apologies: 4	app: 40	appalling: 2	
apparent: 3	apparentlly: 2	apparently: 10	apparentlyto: 1	appaste: 1	appatom: 2	appcontext: 5	appdefault: 3	appdefaults: 27	appdefaultsxdvi: 1	
appdefaultsxterm: 1	appdestroy: 9	appear: 24	appearance: 3	appeared: 6	appearence: 1	appearing: 4	appears: 25	appended: 5	appendices: 3	
appendix: 2	appl: 4	applaud: 2	apple: 13	appleclaris: 1	apples: 3	applica: 1	application: 252	applicationcontext: 1	applicationdefaults: 2	
applicationprogrammer: 1	applications: 95	applicationshell: 6	applicationshellwidgetclass: 10	applicationwindow: 1	applicon: 5	applied: 8	applies: 8	applikation: 1	applix: 9	
apply: 20	applying: 1	appop: 1	appreciable: 1	appreciate: 30	appreciated: 54	appres: 1	approach: 15	approaches: 2	appropriate: 23	
appropriately: 3	approved: 10	approximate: 1	approximately: 3	apps: 41	appspecific: 1	apr: 429	apread: 1	aprepeat: 1	aprightbar: 1	
aprightbox: 1	april: 4	aps: 1	apsave: 1	apshell: 1	apt: 1	aptitude: 1	apupbox: 1	apus: 1	aquifer: 2	
ar: 3	arabic: 3	arana: 1	arbitary: 2	arbitrary: 5	arbor: 3	arbortext: 6	arcane: 2	archie: 6	architect: 4	
architects: 1	architectural: 1	architecture: 6	architectures: 1	archive: 29	archived: 3	archivename: 9	archives: 20	archiveserver: 2	archivesystemsauxxrxupdate: 1	
arco: 2	arcs: 1	ardent: 1	ardnt: 2	are: 930	area: 42	areas: 12	arent: 13	arg: 19	argarg: 2	
argargs: 1	argc: 26	arggh: 1	arglist: 1	args: 59	argsargc: 4	argscnt: 5	argsi: 1	argued: 1	argument: 28	
arguments: 25	argv: 35	argvi: 8	arise: 2	arises: 2	ariston: 1	arithmetic: 2	arizona: 1	arjuna: 1	ark: 1	
arlington: 3	armandactivate: 1	armandactivaten: 1	armory: 3	armstrong: 1	arnaud: 2	aronsondan: 1	around: 50	arpa: 2	arrange: 3	
arranged: 2	arrangement: 1	arranging: 1	array: 8	arrays: 1	arrhythmia: 4	arrow: 3	arrowhead: 1	arrows: 1	art: 18	
arthur: 3	articel: 4	article: 177	articlei: 25	articles: 10	artificial: 1	artists: 1	artsletters: 1	artwork: 2	aruit: 3	
aryeh: 2	as: 623	asap: 1	ascension: 2	ascii: 16	asciitext: 2	asciitextwidgetclass: 1	asctime: 4	asctimegmtimeepoch: 2	ascwide: 1	
asd: 1	ase: 1	asecurity: 1	asedit: 1	asente: 5	asenteswick: 4	aset: 1	asher: 1	ashr: 2	aside: 3	
asignment: 1	asis: 1	ask: 34	asked: 19	asking: 11	asks: 1	askuser: 2	askuserw: 3	asnap: 2	aspect: 2	
aspects: 1	assembled: 1	assembler: 3	assembly: 1	assert: 1	asserts: 2	assessment: 1	assign: 1	assigned: 1	assigning: 2	
assignments: 1	assigns: 2	assist: 1	assistance: 2	associate: 1	associated: 9	associates: 18	associatess: 1	association: 3	associations: 1	
assorted: 1	assume: 15	assumed: 4	assumes: 9	assuming: 11	ast: 28	asterix: 1	asterx: 4	astoch: 1	astonishing: 1	
astro: 2	astroatc: 4	astronomy: 12	astrophysics: 2	asuvax: 12	async: 1	asynchronicity: 1	asynchronous: 3	at: 391	ata: 3	
atae: 3	atd: 3	atdhvaannkcse: 1	ate: 2	atermcap: 6	ath: 8	athen: 2	athena: 100	athenatools: 1	athene: 8	
ati: 10	atk: 4	atkinsonwavefront: 1	atlanta: 1	atlas: 8	atlastele: 4	atmospheric: 8	atnf: 2	ato: 1	atobm: 1	
atom: 2	atoms: 1	atstyle: 1	att: 36	attach: 3	attached: 2	attachment: 2	attachments: 1	attack: 2	attempt: 26	
attempted: 2	attempting: 4	attempts: 11	attention: 5	attitudes: 1	attout: 2	attr: 9	attrattr: 2	attribs: 3	attribute: 9	
attributed: 1	attributes: 16	attribution: 1	atts: 2	attunix: 1	atul: 2	au: 94	aubrey: 1	auburn: 1	auction: 1	
audience: 1	audio: 2	audit: 2	auf: 1	augment: 2	augmented: 1	august: 1	aupubgraph: 1	austin: 15	australasia: 1	
australia: 16	australiamunnari: 2	austriaeurope: 4	auth: 14	authentication: 3	author: 69	authoritative: 1	authority: 1	authorization: 3	authorize: 2	
authorized: 1	authorn: 4	authoroutput: 4	authors: 29	auths: 8	auto: 1	autocad: 1	autograph: 1	automata: 1	automated: 5	
automatic: 3	automatically: 12	automation: 4	autoplacewindows: 1	autoplan: 1	autorepeat: 4	autotester: 1	aux: 4	auxiliary: 1	av: 1	
avahi: 4	avail: 2	availabe: 1	availability: 4	available: 319	availible: 1	avalon: 1	ave: 7	avec: 1	avenue: 5	
average: 7	avoid: 50	avoided: 8	avoidnn: 4	aw: 2	award: 20	awards: 6	aware: 5	away: 13	awdprime: 2	
awm: 1	awuql: 2	axe: 3	axes: 1	axion: 1	axp: 1	ayp: 1	aything: 1	az: 2	azaz: 8	
azhao: 1	azj: 4	azn: 2	b: 90	ba: 1	babcfeaaf: 1	babineau: 1	back: 46	backdrop: 2	backdrops: 1	
backgroud: 2	backgroun: 1	background: 47	backgroundpixmap: 3	backgrounds: 1	backgroundwhitepixelthe: 1	backing: 3	backingstore: 1	backo: 2	backround: 1	
backwards: 2	backx: 3	bad: 15	badalloc: 4	badatom: 1	badcolor: 2	baddrawable: 3	badfont: 1	bading: 19	badly: 2	
badmatch: 13	badpixmap: 5	badshmseg: 1	badvalue: 1	badwindow: 1	bae: 6	baest: 1	bailey: 3	baileyc: 2	bakker: 2	
bal: 6	balance: 1	balancing: 1	baldwa: 5	ball: 2	ballesteros: 3	ballowax: 2	balthazar: 1	baltimore: 1	baltuchunidata: 1	
bambam: 1	bambi: 6	band: 1	banding: 1	bands: 2	bandwidth: 7	bane: 1	bang: 3	bank: 2	bankers: 1	
bankswitching: 1	banz: 3	bar: 17	barbara: 1	barden: 1	bare: 1	barman: 1	barmar: 1	barnett: 5	baroda: 2	
baron: 2	barr: 5	barracuda: 1	barring: 1	barry: 2	bars: 2	bart: 2	baruch: 1	base: 3	based: 66	
basename: 3	basetranslation: 1	bash: 4	bashford: 2	basic: 13	basically: 11	basics: 2	basictext: 1	basing: 1	basingstoke: 2	
basis: 11	bassel: 30	bassini: 1	basti: 1	batch: 4	batcomputer: 10	batman: 4	battelle: 3	battling: 1	batty: 1	
baud: 2	bb: 104	bbgeneral: 1	bbn: 9	bbnslate: 3	bboardnews: 1	bbs: 1	bbx: 1	bby: 1	bc: 4	
bcars: 1	bcm: 1	bcmp: 1	bcopy: 5	bcsfse: 3	bcstec: 3	bd: 1	bdf: 14	bdfformat: 1	bdfresize: 1	
bdftools: 1	bdftopcf: 1	bdm: 2	bds: 1	bdynamic: 4	be: 1007	beach: 2	beacon: 3	beame: 2	bear: 32	
bearings: 1	beast: 2	beat: 5	beautified: 2	beautifier: 4	beautifycleanup: 2	became: 4	because: 114	beck: 49	beckleymeade: 2	
beckman: 4	become: 12	becomes: 8	becoming: 9	becuase: 2	bedford: 1	beechgreen: 2	been: 130	beep: 8	beeper: 1	
beeping: 11	beeps: 3	before: 82	beforeafter: 1	begeddov: 1	begging: 1	begin: 12	beginners: 4	beginning: 9	beginningofline: 1	
beginningoflinef: 1	begins: 1	behave: 3	behavior: 16	behaviour: 11	behemoth: 1	behind: 4	being: 67	beings: 1	bel: 5	
belgium: 2	beliefs: 2	believe: 22	bell: 11	bellcore: 14	bellnorthern: 1	bellsystem: 1	belong: 1	belonging: 2	belongs: 1	
below: 40	ben: 4	benchmark: 3	benchmarks: 3	benefit: 5	benefits: 4	benjamin: 1	beno: 1	bent: 1	bentz: 4	
bergen: 1	berkeley: 39	berkeleystyle: 1	berkley: 1	berkom: 1	berlin: 4	bernhard: 2	bernina: 9	berry: 4	bertrand: 1	
beside: 1	besides: 6	best: 75	bet: 2	beta: 8	bethesda: 3	better: 66	between: 51	betza: 1	beware: 3	
bewildered: 1	beyond: 11	bft: 2	bg: 15	bgendler: 1	bgerug: 3	bias: 1	biased: 2	bible: 2	bibliography: 1	
bien: 1	big: 11	bigger: 6	biggest: 3	bill: 14	billh: 2	billion: 1	billw: 1	billy: 5	bim: 2	
bimonthly: 2	bin: 1	binaries: 61	binary: 33	binarycompatible: 1	bincsh: 1	bind: 2	bindd: 1	bindec: 1	binding: 4	
bindings: 17	bindos: 1	binecho: 2	bingle: 1	binhp: 1	binmac: 1	binsh: 9	binsun: 1	bintime: 1	binx: 1	
biomedical: 1	biosci: 6	bircsak: 1	bird: 4	bison: 2	bit: 97	bite: 1	bitmap: 35	bitmapeditor: 1	bitmaporiented: 1	
bitmappixmap: 1	bitmaps: 5	bitnet: 18	bitplaned: 2	bitplanes: 1	bits: 34	bizarre: 4	bjg: 1	bjoerns: 1	bjxrn: 1	
bkline: 2	bla: 3	blaapp: 1	black: 19	blackett: 1	blackpixel: 3	blackpixelthe: 1	blacksburg: 3	blackwhite: 1	blade: 3	
blammo: 1	blancmange: 1	blank: 3	blast: 2	blaxtappcontext: 1	blaze: 1	blck: 1	bldfamily: 2	bldg: 2	bldgs: 1	
bleeding: 2	bless: 1	blew: 1	blink: 3	blinking: 1	blinks: 1	blit: 6	blithe: 1	blits: 1	blitted: 1	
blitting: 1	bll: 1	blob: 4	block: 8	blocking: 2	blocks: 3	blood: 1	blow: 4	blue: 26	bluestone: 3	
blurb: 1	blustone: 4	blvd: 4	bm: 2	bmc: 1	bmdhh: 1	bme: 3	bmp: 1	bmtoa: 5	bmwmoa: 1	
bn: 5	bname: 18	bnamenull: 2	bnr: 10	bnrgate: 3	boadilla: 1	board: 13	boards: 11	boasts: 1	bob: 8	
